Date,Close
2022-02-17,2646.169921875
2022-02-18,2609.35009765625
2022-02-22,2588.050048828125
2022-02-23,2551.699951171875
2022-02-24,2653.469970703125
2022-02-25,2690.389892578125
2022-02-28,2697.820068359375
2022-03-01,2683.360107421875
2022-03-02,2695.030029296875
2022-03-03,2686.159912109375
2022-03-04,2642.43994140625
2022-03-07,2529.2900390625
2022-03-08,2545.570068359375
2022-03-09,2677.320068359375
2022-03-10,2653.639892578125
2022-03-11,2609.510009765625
2022-03-14,2534.820068359375
2022-03-15,2593.2099609375
2022-03-16,2673.81005859375
2022-03-17,2692.010009765625
2022-03-18,2736.030029296875
2022-03-21,2729.570068359375
2022-03-22,2805.550048828125
2022-03-23,2770.070068359375
2022-03-24,2826.239990234375
2022-03-25,2830.429931640625
2022-03-28,2839.0
2022-03-29,2865.0
2022-03-30,2852.889892578125
2022-03-31,2792.989990234375
2022-04-01,2814.0
2022-04-04,2872.85009765625
2022-04-05,2821.260009765625
2022-04-06,2743.52001953125
2022-04-07,2729.300048828125
2022-04-08,2680.2099609375
2022-04-11,2595.929931640625
2022-04-12,2567.489990234375
2022-04-13,2605.719970703125
2022-04-14,2545.06005859375
2022-04-18,2559.219970703125
2022-04-19,2610.6201171875
2022-04-20,2564.909912109375
2022-04-21,2498.75
2022-04-22,2392.280029296875
2022-04-25,2465.0
2022-04-26,2390.1201171875
2022-04-27,2300.409912109375
2022-04-28,2388.22998046875
2022-04-29,2299.330078125
2022-05-02,2343.139892578125
2022-05-03,2362.590087890625
2022-05-04,2451.5
2022-05-05,2334.929931640625
2022-05-06,2313.199951171875
2022-05-09,2261.679931640625
2022-05-10,2291.68994140625
2022-05-11,2279.219970703125
2022-05-12,2263.219970703125
2022-05-13,2330.31005859375
2022-05-16,2295.85009765625
2022-05-17,2334.030029296875
2022-05-18,2248.02001953125
2022-05-19,2214.909912109375
2022-05-20,2186.260009765625
2022-05-23,2233.330078125
2022-05-24,2118.52001953125
2022-05-25,2116.7900390625
2022-05-26,2165.919921875
2022-05-27,2255.97998046875
2022-05-31,2280.780029296875
2022-06-01,2282.739990234375
2022-06-02,2354.919921875
2022-06-03,2291.280029296875
2022-06-06,2340.2099609375
2022-06-07,2344.590087890625
2022-06-08,2344.760009765625
2022-06-09,2298.360107421875
2022-06-10,2228.550048828125
2022-06-13,2137.530029296875
2022-06-14,2143.8798828125
2022-06-15,2207.81005859375
2022-06-16,2132.719970703125
2022-06-17,2157.31005859375
2022-06-21,2240.300048828125
2022-06-22,2240.679931640625
2022-06-23,2253.68994140625
2022-06-24,2370.760009765625
